Gr_Liv_Area;Year_Built;Overall_Qual;Foundation;Total_Bsmt_SF;Mas_Vnr_Type;Lot_Area;Garage_Cars;Sale_Price
1412;1988;Above_Average;CBlock;1392;None;11457;2;175000
2237;1980;Above_Average;PConc;712;None;9839;2;204000
1479;1987;Good;PConc;1645;BrkFace;14419;2;213500
1296;2001;Very_Good;PConc;1267;BrkFace;6853;2;220000
2014;2003;Good;PConc;912;None;9157;2;170000
1838;2006;Excellent;PConc;1838;BrkFace;14601;3;315000
1978;2007;Excellent;PConc;1978;Stone;12633;3;425000
1008;1968;Average;CBlock;1008;BrkFace;12518;1;139500
1771;1960;Average;Slab;0;BrkFace;21750;2;115000
1204;1998;Above_Average;PConc;1204;BrkFace;4500;2;162000
1224;1999;Above_Average;PConc;1224;BrkFace;4500;2;165000
988;1973;Below_Average;CBlock;462;None;1596;1;91000
874;1968;Average;CBlock;864;None;9858;1;130000
630;1970;Below_Average;CBlock;630;None;1526;1;86000
1404;1969;Average;CBlock;1188;BrkFace;13383;2;160000
630;1970;Below_Average;CBlock;630;None;1477;1;80000
1344;1970;Below_Average;CBlock;546;None;1533;0;97000
1092;1970;Below_Average;CBlock;546;None;2217;1;88000
796;1972;Average;CBlock;796;None;7689;1;131900
1091;1993;Above_Average;CBlock;384;None;7706;1;131250
1110;1978;Average;PConc;1097;BrkFace;9101;2;165500
833;1985;Average;CBlock;833;None;8780;0;112000
883;1992;Average;PConc;828;None;7669;2;149000
1362;1993;Average;Wood;796;None;14115;2;143000
1287;1992;Average;PConc;624;None;10429;2;130000
1567;1977;Above_Average;PConc;1567;None;9819;2;196000
1632;1969;Average;CBlock;784;BrkFace;10457;2;173000
1414;1958;Above_Average;CBlock;1184;None;11029;2;176500
2117;1970;Above_Average;CBlock;1205;None;12925;2;237500
2112;1969;Above_Average;CBlock;952;None;11075;2;206900
1604;1997;Above_Average;PConc;926;None;8702;2;187500
1470;1995;Above_Average;PConc;680;BrkFace;8139;2;165000
1604;1998;Above_Average;PConc;926;None;9535;2;195500
1638;1998;Above_Average;PConc;943;None;9042;2;192000
1636;1996;Above_Average;PConc;916;None;15038;2;173000
1384;1996;Average;PConc;1348;None;14137;2;177900
1446;1996;Good;PConc;729;None;21872;2;175000
1593;2001;Very_Good;PConc;1593;None;4923;2;286000
1682;1997;Very_Good;PConc;1664;None;6264;2;247900
1337;1993;Very_Good;PConc;1337;None;5395;2;180000
1280;1992;Very_Good;PConc;1280;None;5070;2;180000
1604;1997;Above_Average;PConc;926;None;10839;2;181000
1633;1998;Above_Average;PConc;932;None;11184;2;183000
1658;1995;Above_Average;PConc;773;None;8000;2;188000
1895;1994;Good;PConc;712;None;10832;2;194500
1709;1991;Above_Average;PConc;836;BrkFace;14067;2;185000
1228;1988;Very_Good;PConc;1228;None;4671;2;189000
1337;1989;Very_Good;PConc;1337;None;5950;2;188500
2500;2005;Very_Good;PConc;1168;Stone;13543;3;355000
2504;2005;Excellent;PConc;1122;BrkFace;11198;3;325000
1884;2004;Excellent;PConc;1884;BrkFace;15401;3;387000
1474;1952;Above_Average;CBlock;1632;None;31220;2;115000
1710;2007;Excellent;PConc;1710;BrkFace;8118;2;334000
1488;1950;Above_Average;CBlock;1488;BrkFace;47280;2;133000
2093;1986;Good;CBlock;791;BrkFace;20544;2;215000
1688;1988;Good;CBlock;1675;BrkFace;12680;2;226500
1422;1981;Above_Average;CBlock;1422;BrkFace;12090;2;175500
1260;1983;Good;CBlock;1260;BrkFace;10825;2;181900
2064;1978;Good;CBlock;2048;BrkFace;18559;2;235000
1782;1979;Good;CBlock;1782;BrkFace;14450;2;220000
2872;1977;Above_Average;CBlock;1330;BrkFace;12227;2;272000
1211;1976;Above_Average;PConc;1211;BrkFace;13068;2;161000
1126;1977;Average;PConc;1126;None;15611;2;175000
2044;1980;Good;CBlock;738;BrkFace;10400;2;185000
1308;1969;Average;CBlock;720;None;9743;2;146900
2840;1978;Good;PConc;1420;BrkFace;12511;4;292500
1523;1976;Above_Average;CBlock;1193;BrkFace;11361;2;180000
1444;1976;Above_Average;CBlock;1444;BrkFace;10400;2;159900
1964;1976;Good;CBlock;803;BrkFace;10480;2;205000
1178;1973;Average;CBlock;1176;None;10000;2;157000
2340;1996;Very_Good;PConc;1236;BrkFace;14311;3;306000
1792;1974;Average;CBlock;896;None;9000;2;133000
1054;1969;Above_Average;CBlock;1054;None;9750;2;151000
936;1969;Below_Average;CBlock;936;BrkFace;10295;1;111900
864;1971;Average;CBlock;864;None;7560;2;123000
864;1972;Below_Average;CBlock;864;None;12735;2;111250
1337;1998;Above_Average;PConc;1405;None;4060;2;181000
987;1973;Above_Average;CBlock;483;BrkFace;1680;1;103400
987;1973;Above_Average;CBlock;483;BrkFace;1680;1;100000
987;1972;Above_Average;CBlock;483;BrkFace;1890;1;100500
987;1970;Above_Average;CBlock;483;BrkFace;1869;1;106000
987;1971;Above_Average;CBlock;483;BrkFace;1680;1;85400
987;1971;Above_Average;CBlock;483;BrkFace;1680;1;89500
1302;1972;Average;CBlock;630;BrkFace;1680;1;111750
1069;1977;Above_Average;CBlock;1069;None;4043;2;140000
1456;1975;Above_Average;CBlock;855;None;2308;2;143000
1055;1977;Good;CBlock;1055;None;2529;2;148500
892;1966;Average;CBlock;864;BrkFace;9477;1;110000
1932;2008;Very_Good;PConc;1932;Stone;12444;3;394617
2332;2007;Very_Excellent;PConc;1682;Stone;12474;3;426000
2084;2007;Very_Excellent;PConc;2078;BrkFace;14803;3;385000
2713;2008;Excellent;PConc;1452;Stone;14948;3;446261
1582;2007;Very_Good;PConc;1582;Stone;12704;3;317500
1710;2007;Very_Good;PConc;1710;Stone;13891;3;372402
2464;2007;Very_Good;PConc;2418;Stone;13693;3;417500
1950;2007;Excellent;PConc;1950;BrkFace;14418;3;383000
2748;2006;Excellent;PConc;1850;BrkFace;13418;3;390000
2790;2005;Very_Excellent;PConc;1620;BrkFace;12539;4;460000
2331;2005;Excellent;PConc;1414;BrkFace;12151;3;379000
2088;2007;Very_Good;PConc;948;Stone;8899;3;250000
2332;2004;Very_Good;PConc;1148;Stone;10574;3;316000
2470;2003;Very_Excellent;PConc;2535;Stone;12720;3;615000
2668;2003;Excellent;PConc;1572;BrkFace;13688;3;412500
2046;2003;Good;PConc;998;BrkFace;10625;3;284000
1575;2003;Very_Good;PConc;1603;BrkFace;10845;3;284000
2649;2001;Very_Good;PConc;1479;BrkFace;16900;3;421250
2690;2003;Very_Good;PConc;1765;BrkFace;16451;3;370000
1866;2008;Excellent;PConc;1858;BrkFace;10110;3;336860
1702;2008;Excellent;PConc;1702;BrkFace;8769;3;367294
1367;2005;Good;PConc;1367;Stone;12304;2;192000
1518;2003;Very_Good;PConc;1518;BrkFace;12677;2;274000
1684;2005;Excellent;PConc;1684;BrkFace;8849;2;266000
1800;2007;Excellent;PConc;1800;BrkFace;8232;3;370967
1342;2006;Very_Good;PConc;1342;BrkFace;6240;2;234250
1342;2006;Very_Good;PConc;1342;BrkFace;6240;2;219500
1626;2003;Good;PConc;764;Stone;2448;2;155000
1626;2003;Good;PConc;764;Stone;2448;2;154000
1358;2004;Good;PConc;1358;Stone;8198;2;207000
1455;2003;Good;PConc;1415;BrkFace;3940;3;195000
1576;2004;Good;PConc;1393;BrkFace;3940;3;219990
1504;2005;Good;PConc;1346;BrkFace;3182;2;191000
1266;2007;Good;PConc;1266;BrkFace;3182;2;159895
1246;2007;Good;PConc;1146;BrkFace;3710;2;187687
1515;2004;Above_Average;PConc;789;None;9024;2;179000
1593;2004;Above_Average;PConc;839;None;7415;2;193000
1166;2005;Good;PConc;856;Stone;9587;2;190000
1456;2005;Above_Average;PConc;728;None;8029;2;176000
1720;2002;Good;PConc;840;None;8010;2;188000
1986;2003;Good;PConc;847;BrkFace;8396;2;213000
1358;2007;Good;PConc;1350;Stone;7301;2;217300
1792;2000;Above_Average;PConc;936;BrkFace;10261;2;186500
1892;2000;Good;PConc;982;BrkFace;8220;2;226750
1490;2004;Good;PConc;788;None;15384;2;184000
1414;2002;Good;PConc;707;None;7750;2;176000
2322;1999;Good;PConc;1037;None;12460;2;225000
1651;1999;Good;PConc;831;None;8390;2;185900
2199;1997;Very_Good;PConc;1173;BrkFace;9660;2;284500
2630;1998;Very_Good;PConc;1470;BrkFace;9200;3;315000
2198;2000;Very_Good;PConc;1145;BrkFace;14260;3;250000
2172;2000;Excellent;PConc;1519;BrkFace;11000;3;291000
2006;1998;Very_Good;PConc;1982;BrkFace;11675;3;350000
2125;1996;Good;PConc;1064;None;10990;2;279500
2501;1995;Very_Good;PConc;1242;BrkFace;11929;3;290000
2113;1995;Very_Good;PConc;2109;BrkFace;10437;3;350000
2418;1993;Good;PConc;1311;BrkFace;10542;3;341000
2197;1993;Good;PConc;1080;BrkFace;10010;3;287500
2127;1994;Good;PConc;1223;BrkFace;10944;2;271000
1987;1994;Very_Good;PConc;1986;BrkFace;14303;2;301500
1580;2007;Very_Good;PConc;1580;Stone;11932;3;235128
1933;2007;Above_Average;PConc;894;Stone;14598;3;214000
1574;2006;Very_Good;PConc;1574;BrkFace;11957;3;232000
1578;2006;Good;PConc;1578;BrkFace;13253;3;240000
1506;2008;Excellent;PConc;1498;Stone;14587;2;264132
1563;2007;Very_Good;PConc;1563;Stone;10206;3;245000
1428;2008;Good;PConc;1417;Stone;12274;2;227680
1861;2007;Very_Good;PConc;1341;Stone;9801;3;257000
1874;2007;Very_Good;PConc;955;Stone;9428;3;297900
1460;2006;Very_Good;PConc;1460;None;10037;2;247000
1372;2007;Very_Good;PConc;1363;None;8640;2;212700
1372;2007;Good;PConc;1372;None;8640;2;250580
1428;2007;Good;PConc;1428;None;11639;2;182000
1768;2005;Good;PConc;866;None;9803;2;226700
1992;2003;Very_Good;PConc;1053;BrkFace;9375;2;250000
1958;2005;Good;PConc;1026;None;10625;3;250000
2078;2007;Very_Good;PConc;1034;Stone;10800;3;339750
1665;2007;Good;PConc;813;None;8125;2;205950
1660;2007;Very_Good;PConc;1660;BrkFace;10625;3;256000
1218;2007;Good;PConc;1218;Stone;7500;2;230348
1728;2003;Above_Average;PConc;864;None;8791;2;207500
1080;2004;Good;PConc;1080;BrkFace;7500;0;141000
1696;2003;Above_Average;PConc;835;None;10110;2;188000
1663;2003;Good;PConc;835;BrkFace;12774;2;192500
1175;2005;Above_Average;PConc;1175;BrkFace;13072;0;146000
1114;2004;Average;PConc;1114;None;13695;2;159000
1114;2003;Above_Average;PConc;1114;None;13695;2;155000
1640;2004;Above_Average;PConc;798;None;8366;2;173000
1162;2007;Good;PConc;1162;None;9260;2;170000
1609;1995;Above_Average;PConc;754;BrkFace;8453;2;182000
1680;1993;Above_Average;PConc;886;BrkFace;8480;2;163000
1679;1994;Above_Average;PConc;1408;BrkFace;8125;2;193500
1657;1994;Good;PConc;832;BrkFace;14565;2;189000
1677;2001;Above_Average;PConc;827;None;8450;2;190500
1737;1992;Good;PConc;836;None;8285;2;175000
1294;1991;Above_Average;CBlock;1278;BrkFace;7153;2;179200
1710;1993;Above_Average;PConc;832;BrkFace;9291;2;187000
1617;1993;Above_Average;PConc;1604;None;8012;2;193000
1199;1993;Above_Average;PConc;1199;None;7892;2;153900
984;1963;Average;PConc;984;None;9100;1;128000
912;1962;Average;CBlock;912;None;12968;1;144000
864;1961;Average;CBlock;864;None;8100;1;135000
890;1968;Average;CBlock;890;None;8450;1;115000
864;1963;Average;CBlock;864;None;6360;1;119916
912;1961;Above_Average;CBlock;912;None;6768;1;142000
1430;1974;Above_Average;CBlock;1430;BrkFace;19508;2;192000
1641;1972;Average;CBlock;1001;None;10759;2;140000
2683;1990;Above_Average;PConc;930;BrkFace;9205;2;290000
2786;1993;Excellent;PConc;1848;BrkFace;11025;2;372500
1391;2004;Good;PConc;1391;None;4282;2;196000
1250;2006;Good;PConc;625;None;4017;2;171900
1245;2004;Good;PConc;1235;None;3435;2;178000
1200;2005;Above_Average;PConc;600;None;3180;2;165000
1392;2007;Good;PConc;689;None;3180;2;146000
1392;2007;Good;PConc;689;None;3604;2;146000
1501;1999;Good;PConc;744;BrkFace;2280;2;179400
1549;1999;Above_Average;PConc;744;Stone;2280;2;172900
1638;2000;Excellent;PConc;1614;BrkFace;4765;2;300000
1310;2001;Excellent;PConc;1310;BrkFace;4538;2;285000
1419;2001;Excellent;PConc;1419;None;4385;2;290000
1557;1999;Excellent;PConc;1557;BrkFace;4109;2;305000
1709;1999;Excellent;PConc;1698;BrkFace;5119;2;328900
1252;1999;Good;PConc;600;BrkFace;2160;2;160000
1404;1999;Good;PConc;672;BrkFace;2160;2;170000
1789;2001;Good;PConc;858;BrkFace;10646;2;223000
1586;1999;Very_Good;PConc;960;BrkFace;2645;2;170000
1607;1999;Very_Good;PConc;960;BrkFace;2645;2;200000
2393;1998;Very_Excellent;PConc;970;None;3951;2;345000
1288;1996;Very_Good;PConc;1260;None;14963;2;245500
1239;1995;Very_Good;PConc;1230;None;11064;2;217500
1719;1993;Very_Good;PConc;1719;None;10846;2;324000
1232;1984;Above_Average;PConc;1232;None;11120;2;162500
2944;1977;Excellent;CBlock;994;BrkFace;24572;3;150000
1671;1976;Very_Good;CBlock;1426;None;16280;2;290000
1812;2002;Good;PConc;952;None;7500;2;205000
1682;1970;Good;PConc;1304;BrkFace;10400;2;174000
1427;1969;Above_Average;CBlock;1427;None;11104;2;183000
1740;1968;Above_Average;CBlock;1740;None;11050;2;150000
1258;1971;Above_Average;CBlock;1258;BrkFace;11040;2;145000
1620;1967;Good;CBlock;1620;None;15387;2;215000
1625;1965;Average;CBlock;1625;None;9750;2;140500
2614;1974;Above_Average;CBlock;1522;None;10800;2;240000
1464;1968;Average;CBlock;732;None;8814;2;141000
912;1965;Average;CBlock;912;BrkFace;8872;2;147000
925;1965;Average;CBlock;912;None;8125;2;135000
1728;1965;Average;CBlock;1728;None;11072;2;145000
1728;1965;Average;CBlock;1728;BrkFace;13101;2;142600
1656;1973;Average;CBlock;1656;BrkFace;9246;2;135000
1670;1971;Good;CBlock;825;None;13355;2;170000
2715;1976;Very_Good;CBlock;1142;BrkFace;8963;2;299800
1876;1974;Above_Average;CBlock;901;BrkFace;9120;2;185000
1632;1966;Above_Average;CBlock;800;BrkFace;9130;2;173000
999;1961;Good;CBlock;944;Stone;12122;2;178400
1978;1968;Good;CBlock;832;BrkFace;9900;2;176000
1014;1956;Average;Slab;0;None;7785;1;98000
907;1957;Below_Average;CBlock;907;None;8593;1;109008
952;1956;Below_Average;CBlock;952;None;8475;1;135750
1128;1963;Average;CBlock;1120;BrkFace;8700;2;155000
1425;1964;Above_Average;CBlock;1425;BrkFace;10175;2;180500
1165;1966;Above_Average;CBlock;1127;BrkFace;9020;2;174900
1136;1965;Above_Average;CBlock;1136;None;9200;1;140000
1092;1964;Above_Average;CBlock;1092;Stone;8250;2;145000
1265;1965;Average;PConc;1219;None;9350;2;179900
1350;1964;Above_Average;CBlock;1248;BrkFace;9020;2;168500
1114;1961;Average;CBlock;1114;None;9900;2;140000
1053;1959;Average;CBlock;1053;BrkFace;10007;1;145500
1252;1959;Above_Average;CBlock;1252;Stone;10721;2;142000
1100;1960;Below_Average;PConc;1100;None;12493;1;141000
1118;1960;Average;CBlock;1118;None;11332;1;153000
720;1949;Fair;CBlock;0;None;6627;1;72500
729;1935;Fair;CBlock;270;None;4130;0;52000
1077;1939;Average;BrkTil;991;None;7420;1;118000
906;1937;Below_Average;PConc;348;None;4882;1;87000
1496;1960;Average;CBlock;1296;BrkFace;9600;2;141500
1252;1950;Above_Average;CBlock;1032;None;9600;1;119000
1337;1950;Average;CBlock;572;None;9600;1;141500
1661;1955;Above_Average;CBlock;992;None;9600;1;165500
1036;1953;Average;CBlock;1036;BrkFace;7584;1;112900
1820;1965;Good;CBlock;864;Stone;13700;2;201800
1362;1961;Above_Average;CBlock;1362;BrkCmn;10197;2;163000
1144;1961;Average;CBlock;1144;BrkFace;7875;2;139950
1537;1962;Above_Average;CBlock;1319;BrkFace;8400;2;174000
1431;1962;Above_Average;CBlock;1099;BrkFace;9150;1;165000
1988;1966;Above_Average;CBlock;1104;BrkFace;14670;2;227000
1098;1955;Average;CBlock;1098;BrkFace;7390;1;135000
1144;1963;Average;CBlock;1144;None;9204;1;124000
1283;1962;Average;CBlock;931;None;7763;2;140000
1176;1957;Average;CBlock;1176;BrkFace;8856;1;136500
1440;1959;Average;CBlock;1248;None;9840;1;185000
1261;1958;Above_Average;CBlock;1261;None;9120;2;163000
1570;1958;Above_Average;CBlock;1395;BrkFace;13200;2;166800
1196;1956;Above_Average;CBlock;1196;BrkFace;9000;1;139000
1392;1957;Above_Average;CBlock;1392;BrkFace;11900;2;166000
1080;1958;Above_Average;CBlock;1080;BrkFace;9464;1;136000
1104;1956;Average;CBlock;1104;None;10425;1;133000
882;1952;Average;CBlock;720;Stone;11556;1;116000
1152;1953;Average;CBlock;1152;BrkFace;9373;2;137500
950;1953;Average;PConc;984;None;12774;2;130000
1790;1957;Above_Average;CBlock;998;BrkFace;14250;2;180000
952;1951;Average;CBlock;952;None;7350;2;139000
773;1953;Average;CBlock;773;None;7677;1;110000
1764;1957;Average;BrkTil;0;None;8838;1;100000
1216;1947;Average;CBlock;832;None;8480;1;118500
1824;1957;Average;CBlock;1824;None;12436;2;146000
869;1948;Below_Average;Slab;0;None;10122;1;89900
1159;1925;Average;PConc;747;None;7506;1;114000
1558;1945;Average;CBlock;913;None;10930;1;140000
672;1940;Below_Average;PConc;672;None;5400;1;86900
1436;1922;Average;BrkTil;892;None;10836;4;139000
1294;1900;Below_Average;BrkTil;0;None;10800;0;106250
1716;1962;Above_Average;CBlock;858;BrkFace;9247;2;171000
1044;1968;Average;CBlock;912;None;10180;2;139000
1312;1958;Good;CBlock;1312;BrkFace;11355;2;186000
1253;1960;Above_Average;CBlock;1253;BrkFace;10920;1;157000
1081;1960;Above_Average;CBlock;1081;BrkFace;12929;1;148000
2069;1960;Good;CBlock;585;None;27650;2;242000
910;1953;Average;Stone;105;None;8892;2;116000
876;1951;Average;CBlock;876;None;7200;2;94000
1048;1950;Average;CBlock;0;None;7200;2;98300
1507;1960;Average;CBlock;1075;None;7910;1;127000
1256;1959;Average;PConc;1256;None;8000;1;159000
1027;1962;Average;CBlock;1027;None;8000;1;125900
1269;1960;Average;CBlock;1269;None;7931;1;155000
1320;1948;Above_Average;CBlock;768;None;8064;2;138000
984;1954;Above_Average;CBlock;936;None;6390;1;112500
832;1954;Above_Average;CBlock;832;None;7227;2;105500
1278;1954;Above_Average;CBlock;854;None;7200;1;127500
1800;1961;Average;CBlock;1800;None;8513;0;130000
1588;1955;Average;CBlock;768;None;7200;2;150000
825;1954;Average;CBlock;825;None;7200;1;109500
1796;1963;Above_Average;CBlock;780;BrkFace;7056;2;140000
1611;1964;Above_Average;CBlock;780;BrkFace;9760;2;167900
1117;1963;Average;CBlock;1117;None;7590;1;136870
1133;2008;Above_Average;PConc;192;None;9836;1;143000
764;1925;Average;BrkTil;680;None;5232;2;73000
1539;1904;Average;PConc;650;None;10440;2;157500
1323;1948;Average;BrkTil;780;None;9184;2;122600
1360;1910;Average;BrkTil;680;None;4800;1;111000
2792;1920;Above_Average;BrkTil;1510;None;10440;2;256000
672;1940;Average;CBlock;672;None;4800;1;64000
1456;1915;Above_Average;BrkTil;728;None;6000;1;139500
1594;1910;Below_Average;Stone;828;None;11426;0;118000
2082;2003;Good;PConc;1362;None;11426;2;200000
1656;1940;Below_Average;BrkTil;801;None;7628;2;119164
1740;1920;Average;BrkTil;936;None;7308;1;122250
1027;1920;Good;CBlock;931;None;5400;0;120000
1436;1940;Above_Average;CBlock;884;None;10800;2;155000
899;1910;Average;BrkTil;481;None;6756;1;78000
1080;1890;Average;BrkTil;684;None;5914;0;95000
789;1948;Average;CBlock;789;None;6000;1;115000
1122;1948;Average;CBlock;924;None;12000;2;147000
1499;1946;Average;CBlock;904;None;9000;3;140000
407;1946;Poor;BrkTil;407;None;7311;1;46500
928;1957;Average;CBlock;928;None;6000;1;112500
901;1954;Below_Average;CBlock;901;None;6000;1;107900
1588;1949;Fair;BrkTil;448;None;12205;0;65000
3493;1880;Good;BrkTil;1470;None;18386;3;295000
1627;1900;Average;BrkTil;797;None;9142;2;139500
1416;1915;Average;BrkTil;876;None;12665;3;153900
1450;1920;Good;BrkTil;624;None;5350;1;132000
1344;1916;Average;BrkTil;624;None;4571;3;98000
1017;1900;Average;CBlock;346;None;9143;1;114000
2350;1920;Average;BrkTil;973;None;9600;2;130000
2058;1917;Above_Average;BrkTil;735;None;9600;2;129500
1540;1905;Average;BrkTil;572;None;6000;0;129400
1378;1928;Good;BrkTil;689;None;9600;2;161000
1912;1905;Above_Average;BrkTil;482;None;10800;2;163000
1484;1914;Above_Average;CBlock;742;None;6300;0;128000
2358;1872;Very_Good;BrkTil;684;None;5250;0;122000
1111;1926;Good;PConc;572;None;5700;1;116900
2775;1893;Very_Excellent;BrkTil;1237;None;13500;2;325000
1086;1920;Poor;BrkTil;723;None;11340;2;55000
2495;1890;Good;BrkTil;1313;None;10800;2;184000
984;1959;Average;CBlock;984;BrkFace;9750;1;110000
1795;1954;Average;BrkTil;1050;BrkFace;12150;1;131500
882;1956;Average;PConc;0;None;12702;1;97000
1093;1958;Below_Average;CBlock;869;None;8516;1;115500
1143;1928;Average;BrkTil;1008;None;7111;1;138000
1668;1945;Good;CBlock;672;None;7425;1;108000
935;1930;Average;BrkTil;742;None;9100;1;79500
1738;1935;Average;BrkTil;1024;None;7010;1;153000
784;1924;Average;BrkTil;784;None;6130;0;109500
1210;1941;Average;CBlock;672;None;5000;1;124000
1290;1900;Above_Average;BrkTil;554;None;5870;1;106900
1672;1940;Above_Average;CBlock;981;None;6000;1;164900
949;1924;Average;BrkTil;949;None;6000;2;119000
1158;1929;Above_Average;BrkTil;862;None;6000;1;120000
1497;1937;Above_Average;BrkTil;825;None;6000;1;157000
1342;1939;Above_Average;CBlock;739;None;6000;1;105000
1013;1926;Above_Average;BrkTil;992;None;5000;1;113000
1216;1920;Average;BrkTil;565;None;5520;1;115000
896;1946;Below_Average;PConc;0;None;5940;1;79000
1136;1929;Below_Average;PConc;704;None;6240;1;123000
808;1945;Average;CBlock;0;None;6120;1;81300
1573;1930;Average;PConc;1078;None;6240;2;162900
2009;1939;Good;BrkTil;989;None;6240;2;150000
1902;1923;Average;BrkTil;1100;None;6120;2;123500
1774;1931;Good;BrkTil;952;None;6120;2;129900
1362;1920;Above_Average;BrkTil;611;None;6155;2;128000
520;1927;Below_Average;BrkTil;520;None;6324;1;68500
1285;1948;Average;CBlock;672;None;8635;1;127000
1848;1923;Above_Average;BrkTil;833;None;13053;2;207000
1820;1925;Good;PConc;1026;None;9120;1;184000
1716;1915;Above_Average;BrkTil;810;None;9144;2;162500
1505;1940;Average;CBlock;883;None;9144;1;145000
838;1918;Above_Average;BrkTil;816;None;10267;1;130000
1984;1910;Above_Average;PConc;1242;None;8094;1;160000
1666;1925;Very_Good;PConc;588;None;5100;1;161000
1609;1910;Above_Average;BrkTil;796;None;4347;1;127500
768;1930;Above_Average;BrkTil;768;None;6291;2;93850
1536;1952;Above_Average;CBlock;768;None;10266;1;136000
1969;1938;Above_Average;BrkTil;1272;None;6876;2;141000
1308;1915;Average;BrkTil;880;None;10320;2;120000
1040;1925;Above_Average;CBlock;1040;None;7200;2;127500
1236;1925;Above_Average;PConc;768;None;7006;1;127000
1406;1920;Above_Average;CBlock;319;None;7920;0;89500
825;1955;Average;CBlock;825;None;8235;2;125000
1198;1920;Above_Average;BrkTil;901;None;5586;0;79900
759;1912;Average;BrkTil;451;None;10320;2;85000
1344;1915;Fair;PConc;536;None;10320;0;82375
1469;1906;Above_Average;CBlock;756;None;10320;1;135000
1054;1947;Average;CBlock;1046;None;9488;1;124000
1211;1968;Average;CBlock;952;None;8250;1;134000
1271;1948;Average;CBlock;720;None;21286;1;135000
1588;1959;Below_Average;CBlock;0;None;17120;2;134432
1355;1940;Average;BrkTil;644;None;10106;0;127500
1075;1963;Average;CBlock;981;None;11235;2;148000
1040;1965;Average;CBlock;1040;None;11200;1;129500
1096;1978;Above_Average;CBlock;1008;BrkFace;13014;2;157500
904;1966;Average;PConc;876;BrkCmn;7162;1;109900
992;1967;Average;CBlock;992;None;10265;1;145000
894;1967;Average;CBlock;894;None;9764;2;130000
1034;1978;Above_Average;CBlock;450;BrkCmn;7703;2;153000
1073;1967;Average;CBlock;1073;BrkFace;9981;1;120000
1126;1984;Average;PConc;1060;None;7400;2;152000
1258;1969;Below_Average;CBlock;1198;None;12900;2;108959
1140;1920;Average;PConc;1300;None;12900;2;95541
1006;1959;Average;CBlock;1006;None;9000;0;80000
1228;1966;Average;CBlock;1228;None;8544;1;149350
960;1963;Average;CBlock;960;None;9239;1;144900
1188;1956;Above_Average;CBlock;988;None;14175;2;185000
1383;1954;Average;PConc;1383;None;13284;1;165000
1252;1960;Above_Average;CBlock;1602;None;13500;2;235000
1601;1958;Average;CBlock;533;None;13825;1;140000
672;1940;Average;PConc;672;None;10200;1;108000
1721;1960;Average;CBlock;988;Stone;10532;2;145000
1350;1941;Average;BrkTil;576;None;8375;3;152400
904;1970;Average;PConc;864;None;10200;3;144000
1291;1996;Above_Average;PConc;1291;None;2887;2;173000
2022;1977;Good;CBlock;1160;BrkFace;10005;2;192000
1524;1979;Good;CBlock;1524;None;20270;2;245000
1363;1954;Good;CBlock;1385;None;39104;2;241500
1663;1954;Below_Average;CBlock;1364;None;53227;2;256000
1357;1959;Above_Average;CBlock;1019;BrkFace;11512;1;177000
1079;1948;Good;CBlock;570;None;5190;1;125600
1094;1953;Above_Average;CBlock;1094;Stone;10452;2;155000
2358;1908;Above_Average;BrkTil;907;None;45600;2;240000
1518;1940;Average;PConc;1580;None;19550;0;260000
1674;1918;Above_Average;BrkTil;1163;None;21780;2;185000
2108;1935;Above_Average;CBlock;1127;None;13728;2;235000
1509;1956;Average;CBlock;1509;None;9571;1;159900
864;1975;Average;PConc;864;None;9350;0;99600
1269;1962;Above_Average;CBlock;621;BrkCmn;9360;1;134500
1367;1900;Average;BrkTil;861;None;8405;1;119000
1347;1910;Average;CBlock;1117;None;7000;0;107500
1164;1950;Average;CBlock;1164;None;10880;1;125000
1096;1924;Above_Average;BrkTil;572;None;9600;0;79000
1111;1941;Average;CBlock;616;None;9084;1;95000
2329;1990;Good;PConc;1475;BrkFace;11839;2;262280
2814;1995;Above_Average;PConc;1077;BrkFace;9771;2;260000
1626;1994;Good;PConc;1602;BrkFace;9938;2;226500
2200;1993;Good;PConc;812;None;14171;2;225000
2037;1996;Good;PConc;672;None;10541;2;229000
1356;2007;Good;PConc;628;None;10616;2;177439
1615;2007;Very_Good;PConc;1615;Stone;9345;3;248500
2276;2008;Excellent;PConc;2271;Stone;11778;3;475000
1766;2008;Excellent;PConc;1751;Stone;11778;3;395039
2097;1993;Good;PConc;1080;None;11228;3;228000
1511;1995;Very_Good;PConc;1401;BrkFace;11454;3;225000
1643;1966;Above_Average;CBlock;1182;None;11500;2;195000
1688;1997;Above_Average;PConc;616;None;12798;2;200000
990;1994;Average;PConc;990;None;9750;2;155000
1099;1995;Average;PConc;1099;None;9525;1;144000
990;1994;Average;PConc;990;None;9245;2;145000
1418;1997;Good;PConc;1418;BrkFace;8696;2;226001
1771;1997;Above_Average;PConc;864;BrkFace;13142;2;215700
1652;2000;Good;PConc;782;BrkFace;8998;2;207500
1790;1999;Good;PConc;873;BrkFace;9179;2;193000
1724;1998;Good;PConc;880;None;8924;2;188000
1479;1999;Good;PConc;1468;BrkFace;9382;2;191000
1494;2002;Good;PConc;1494;BrkFace;12803;2;221000
1792;2001;Good;PConc;963;BrkFace;12435;2;231500
1823;2000;Good;PConc;928;None;12192;2;235000
